movieID,faqTitle,faqContent,faqUrl
S3VuZyBGdSBQYW5kYSA0,What is the plot of Kung Fu Panda 4?,"After Po is tapped to become the Spiritual Leader of the Valley of Peace, he needs to find and train a new Dragon Warrior, while a wicked sorceress plans to re-summon all the master villains whom Po has vanquished to the spirit realm.",
S3VuZyBGdSBQYW5kYSA0,What was the budget for Kung Fu Panda 4?,$85 million,
S3VuZyBGdSBQYW5kYSA0,How much did Kung Fu Panda 4 earn at the worldwide box office?,$108 million,
S3VuZyBGdSBQYW5kYSA0,How much did Kung Fu Panda 4 earn at the US box office?,$181 million,
S3VuZyBGdSBQYW5kYSA0,What is Kung Fu Panda 4 rated?,PG,
S3VuZyBGdSBQYW5kYSA0,What genre is Kung Fu Panda 4?,"Action, Adventure, Animated, Comedy, Family, and Fantasy",
S3VuZyBGdSBQYW5kYSA0,,,
S3VuZyBGdSBQYW5kYSA0,,,
VGhlIEJlZWtlZXBlcg==,How long is The Beekeeper?,1 hour and 45 minutes,
VGhlIEJlZWtlZXBlcg==,When was The Beekeeper released?,"January 12, 2024",
VGhlIEJlZWtlZXBlcg==,What is the IMDb rating of The Beekeeper?,6.4 out of 10,
VGhlIEJlZWtlZXBlcg==,Who stars in The Beekeeper?,"Jason Statham, Emmy Raver-Lampman, and Bobby Naderi",/name/nm0005458/?ref_=ttfaq
VGhlIEJlZWtlZXBlcg==,Who wrote The Beekeeper?,Kurt Wimmer,/name/nm0934483/?ref_=ttfaq
VGhlIEJlZWtlZXBlcg==,Who directed The Beekeeper?,David Ayer,/name/nm0043742/?ref_=ttfaq
VGhlIEJlZWtlZXBlcg==,Who was the composer for The Beekeeper?,David Sardy and Jared Michael Fry,/name/nm2867565/?ref_=ttfaq
VGhlIEJlZWtlZXBlcg==,Who was the producer of The Beekeeper?,"Jason Statham, David Ayer, Bill Block, Chris Long, and Kurt Wimmer",/name/nm0005458/?ref_=ttfaq
VGhlIEJlZWtlZXBlcg==,Who was the executive producer of The Beekeeper?,"Andrew Golov, Mark Birmingham, and Thom Zadra",/name/nm0326632/?ref_=ttfaq
VGhlIEJlZWtlZXBlcg==,Who was the cinematographer for The Beekeeper?,Gabriel Beristain,/name/nm0075244/?ref_=ttfaq
VGhlIEJlZWtlZXBlcg==,Who was the editor of The Beekeeper?,Geoffrey O'Brien,/name/nm0639562/?ref_=ttfaq
VGhlIEJlZWtlZXBlcg==,What is the plot of The Beekeeper?,"One man's brutal campaign for vengeance takes on national stakes after he is revealed to be a former operative of a powerful and clandestine organization known as ""Beekeepers"".",
VGhlIEJlZWtlZXBlcg==,What was the budget for The Beekeeper?,40 million,
VGhlIEJlZWtlZXBlcg==,How much did The Beekeeper earn at the worldwide box office?,$152 million,
VGhlIEJlZWtlZXBlcg==,How much did The Beekeeper earn at the US box office?,$66.2 million,
VGhlIEJlZWtlZXBlcg==,What is The Beekeeper rated?,R,
VGhlIEJlZWtlZXBlcg==,What genre is The Beekeeper?,Action and Thriller,
VGhlIEJlZWtlZXBlcg==,,,
VGhlIEJlZWtlZXBlcg==,,,
VGhlIEdlb3JnZXRvd24gUHJvamVjdA==,Runtime,,
VGhlIEdlb3JnZXRvd24gUHJvamVjdA==,Color,,
VGhlIEdlb3JnZXRvd24gUHJvamVjdA==,Aspect ratio,,
VGhlIEdlb3JnZXRvd24gUHJvamVjdA==,,,
VGhlIEdlb3JnZXRvd24gUHJvamVjdA==,,,
RnVyaW9zYTogQSBNYWQgTWF4IFNhZ2E=,Runtime,,
RnVyaW9zYTogQSBNYWQgTWF4IFNhZ2E=,Color,,
RnVyaW9zYTogQSBNYWQgTWF4IFNhZ2E=,Aspect ratio,,
RnVyaW9zYTogQSBNYWQgTWF4IFNhZ2E=,Camera,,
RnVyaW9zYTogQSBNYWQgTWF4IFNhZ2E=,,,
RnVyaW9zYTogQSBNYWQgTWF4IFNhZ2E=,,,
SGl0IE1hbg==,How long will Hit Man be?,1 hour and 55 minutes,
SGl0IE1hbg==,When will Hit Man be released?,"June 7, 2024",
SGl0IE1hbg==,What is the IMDb rating of Hit Man?,7.7 out of 10,
SGl0IE1hbg==,Who will star in Hit Man?,"Glen Powell, Adria Arjona, and Retta",/name/nm1412974/?ref_=ttfaq
SGl0IE1hbg==,Who is the writer for Hit Man?,Glen Powell and Richard Linklater,/name/nm1412974/?ref_=ttfaq
SGl0IE1hbg==,Who is the director of Hit Man?,Richard Linklater,/name/nm0000500/?ref_=ttfaq
SGl0IE1hbg==,Who is the composer for Hit Man?,Graham Reynolds,/name/nm1199960/?ref_=ttfaq
SGl0IE1hbg==,Who is the producer of Hit Man?,"Glen Powell, Jason Bateman, Richard Linklater, Michael Costigan, and Mike Blizzard",/name/nm1412974/?ref_=ttfaq
SGl0IE1hbg==,Who is the executive producer of Hit Man?,"Alan Powell, John Sloss, Stuart Ford, Julie Goldstein, Miguel Palos, Shivani Rawat, Steve Barnett, and Zach Garrett",/name/nm3466196/?ref_=ttfaq
SGl0IE1hbg==,Who is the cinematographer for Hit Man?,Shane Kelly,/name/nm0446867/?ref_=ttfaq
SGl0IE1hbg==,Who is the editor of Hit Man?,Sandra Adair,/name/nm0010471/?ref_=ttfaq
SGl0IE1hbg==,What is the plot of Hit Man?,"A professor moonlighting as a hit man of sorts for his city police department, descends into dangerous, dubious territory when he finds himself attracted to a woman who enlists his services.",
SGl0IE1hbg==,What is the budget for Hit Man?,8.8 million,
SGl0IE1hbg==,What is Hit Man rated?,R,
SGl0IE1hbg==,What genre is Hit Man?,Action and Comedy,
SGl0IE1hbg==,,,
SGl0IE1hbg==,,,
QmFjayB0byBCbGFjaw==,How long will Back to Black be?,2 hours and 2 minutes,
QmFjayB0byBCbGFjaw==,When will Back to Black be released?,"May 17, 2024",
QmFjayB0byBCbGFjaw==,Who will star in Back to Black?,"Marisa Abela, Eddie Marsan, and Jack O'Connell",/name/nm3312312/?ref_=ttfaq
QmFjayB0byBCbGFjaw==,Who is the writer for Back to Black?,Matt Greenhalgh,/name/nm0339043/?ref_=ttfaq
QmFjayB0byBCbGFjaw==,Who is the director of Back to Black?,Sam Taylor-Johnson,/name/nm0853374/?ref_=ttfaq
QmFjayB0byBCbGFjaw==,Who is the composer for Back to Black?,Nick Cave and Warren Ellis,/name/nm0147022/?ref_=ttfaq
QmFjayB0byBCbGFjaw==,Who is the producer of Back to Black?,"Alison Owen, Debra Hayward, and Nicky Kentish Barnes",/name/nm0654077/?ref_=ttfaq
QmFjayB0byBCbGFjaw==,Who is the executive producer of Back to Black?,"Sam Taylor-Johnson, Anna Marsh, Joe Naftalin, and Ron Halpern",/name/nm0853374/?ref_=ttfaq
QmFjayB0byBCbGFjaw==,Who is the cinematographer for Back to Black?,Polly Morgan,/name/nm1329360/?ref_=ttfaq
QmFjayB0byBCbGFjaw==,Who is the editor of Back to Black?,Martin Walsh and Laurence Johnson,/name/nm0909760/?ref_=ttfaq
QmFjayB0byBCbGFjaw==,What is the plot of Back to Black?,"The life and music of Amy Winehouse, through the journey of adolescence to adulthood and the creation of one of the best-selling albums of our time.",
QmFjayB0byBCbGFjaw==,What is Back to Black rated?,R,
QmFjayB0byBCbGFjaw==,What genre is Back to Black?,"Biographical, Drama, and Music",
QmFjayB0byBCbGFjaw==,,,
QmFjayB0byBCbGFjaw==,,,
VGhlIEZpcnN0IE9tZW4=,How long is The First Omen?,2 hours,
VGhlIEZpcnN0IE9tZW4=,When was The First Omen released?,"April 5, 2024",
VGhlIEZpcnN0IE9tZW4=,Who stars in The First Omen?,"Bill Nighy, Charles Dance, and Ralph Ineson",/name/nm0631490/?ref_=ttfaq
VGhlIEZpcnN0IE9tZW4=,Who wrote The First Omen?,"Arkasha Stevenson, Ben Jacoby, Keith Thomas, and Tim Smith",/name/nm6674331/?ref_=ttfaq
VGhlIEZpcnN0IE9tZW4=,Who directed The First Omen?,Arkasha Stevenson,/name/nm6674331/?ref_=ttfaq
VGhlIEZpcnN0IE9tZW4=,Who was the composer for The First Omen?,Mark Korven,/name/nm0466805/?ref_=ttfaq
VGhlIEZpcnN0IE9tZW4=,Who was the producer of The First Omen?,David S. Goyer and Keith Levine,/name/nm0275286/?ref_=ttfaq
VGhlIEZpcnN0IE9tZW4=,Who was the executive producer of The First Omen?,"Cristina Giubbetti, Tim Smith, and Whitney Brown",/name/nm2249514/?ref_=ttfaq
VGhlIEZpcnN0IE9tZW4=,Who was the cinematographer for The First Omen?,Aaron Morton,/name/nm1195670/?ref_=ttfaq
VGhlIEZpcnN0IE9tZW4=,Who was the editor of The First Omen?,Bob Murawski and Amy E. Duddleston,/name/nm0613657/?ref_=ttfaq
VGhlIEZpcnN0IE9tZW4=,What is the plot of The First Omen?,"A young American woman is sent to Rome to begin a life of service to the church, but encounters a darkness that causes her to question her faith and uncovers a terrifying conspiracy that hopes to bring about the birth of evil incarnate.",
VGhlIEZpcnN0IE9tZW4=,What was the budget for The First Omen?,30 million,
VGhlIEZpcnN0IE9tZW4=,How much did The First Omen earn at the US box office?,$18.5 million,
VGhlIEZpcnN0IE9tZW4=,What is The First Omen rated?,R,
VGhlIEZpcnN0IE9tZW4=,What genre is The First Omen?,Horror,
VGhlIEZpcnN0IE9tZW4=,,,
VGhlIEZpcnN0IE9tZW4=,,,
V2lzaA==,How long is Wish?,1 hour and 35 minutes,
V2lzaA==,When was Wish released?,"November 22, 2023",
V2lzaA==,What is the IMDb rating of Wish?,5.6 out of 10,
V2lzaA==,Who stars in Wish?,"Ariana DeBose, Chris Pine, and Alan Tudyk",/name/nm3663196/?ref_=ttfaq
V2lzaA==,Who wrote Wish?,"Jennifer Lee, Chris Buck, Fawn Veerasunthorn, Carlos López Estrada, Allison Moore, and Andrew Rothschild",/name/nm1601644/?ref_=ttfaq
V2lzaA==,Who directed Wish?,Chris Buck and Fawn Veerasunthorn,/name/nm0118333/?ref_=ttfaq
V2lzaA==,Who was the composer for Wish?,Dave Metzger,/name/nm1214866/?ref_=ttfaq
V2lzaA==,Who was the producer of Wish?,Peter Del Vecho and Juan Pablo Reyes Lancaster-Jones,/name/nm1275326/?ref_=ttfaq
V2lzaA==,Who was the executive producer of Wish?,Jennifer Lee and Don Hall,/name/nm1601644/?ref_=ttfaq
V2lzaA==,Who was the cinematographer for Wish?,Rob Dressel,/name/nm0237560/?ref_=ttfaq
V2lzaA==,Who was the editor of Wish?,Jeff Draheim,/name/nm0236806/?ref_=ttfaq
V2lzaA==,What is the plot of Wish?,A young girl named Asha wishes on a star and gets a more direct answer than she bargained for when a trouble-making star comes down from the sky to join her.,
V2lzaA==,What was the budget for Wish?,$200 million,
V2lzaA==,How much did Wish earn at the worldwide box office?,$253 million,
V2lzaA==,How much did Wish earn at the US box office?,$64 million,
V2lzaA==,What is Wish rated?,PG,
V2lzaA==,What genre is Wish?,"Adventure, Animated, Comedy, Family, Fantasy, Musical, and Musical Comedy",
V2lzaA==,How many awards has Wish won?,1 award,
V2lzaA==,How many awards has Wish been nominated for?,20 nominations,
V2lzaA==,,,
V2lzaA==,,,
QXRsYXM=,Runtime,,
QXRsYXM=,Sound mix,,
QXRsYXM=,Color,,
QXRsYXM=,Laboratory,,
QXRsYXM=,,,
QXRsYXM=,,,
VGhlIFpvbmUgb2YgSW50ZXJlc3Q=,How long is The Zone of Interest?,1 hour and 45 minutes,
VGhlIFpvbmUgb2YgSW50ZXJlc3Q=,When was The Zone of Interest released?,"February 20, 2024",
VGhlIFpvbmUgb2YgSW50ZXJlc3Q=,What is the IMDb rating of The Zone of Interest?,7.5 out of 10,
VGhlIFpvbmUgb2YgSW50ZXJlc3Q=,Who stars in The Zone of Interest?,Christian Friedel and Sandra Hüller,/name/nm3041056/?ref_=ttfaq
VGhlIFpvbmUgb2YgSW50ZXJlc3Q=,Who wrote The Zone of Interest?,Jonathan Glazer,/name/nm0322242/?ref_=ttfaq
VGhlIFpvbmUgb2YgSW50ZXJlc3Q=,Who directed The Zone of Interest?,Jonathan Glazer,/name/nm0322242/?ref_=ttfaq
VGhlIFpvbmUgb2YgSW50ZXJlc3Q=,Who was the composer for The Zone of Interest?,Mica Levi,/name/nm5908010/?ref_=ttfaq
VGhlIFpvbmUgb2YgSW50ZXJlc3Q=,Who was the producer of The Zone of Interest?,James Wilson and Ewa Puszczynska,/name/nm1034914/?ref_=ttfaq
VGhlIFpvbmUgb2YgSW50ZXJlc3Q=,Who was the executive producer of The Zone of Interest?,"Len Blavatnik, Danny Cohen, Tessa Ross, Daniel Battsek, Ollie Madden, and Reno Antoniades",/name/nm4131373/?ref_=ttfaq
VGhlIFpvbmUgb2YgSW50ZXJlc3Q=,Who was the cinematographer for The Zone of Interest?,Lukasz Zal,/name/nm2617994/?ref_=ttfaq
VGhlIFpvbmUgb2YgSW50ZXJlc3Q=,Who was the editor of The Zone of Interest?,Paul Watts,/name/nm4688987/?ref_=ttfaq
VGhlIFpvbmUgb2YgSW50ZXJlc3Q=,What is the plot of The Zone of Interest?,Auschwitz commandant Rudolf Höss and his wife Hedwig strive to build a dream life for their family in a house and garden beside the camp.,
VGhlIFpvbmUgb2YgSW50ZXJlc3Q=,How much did The Zone of Interest earn at the worldwide box office?,$33.7 million,
VGhlIFpvbmUgb2YgSW50ZXJlc3Q=,How much did The Zone of Interest earn at the US box office?,$8.58 million,
VGhlIFpvbmUgb2YgSW50ZXJlc3Q=,What is The Zone of Interest rated?,PG-13,
VGhlIFpvbmUgb2YgSW50ZXJlc3Q=,What genre is The Zone of Interest?,"Drama, Historical Drama, Historical, and War",
VGhlIFpvbmUgb2YgSW50ZXJlc3Q=,How many awards has The Zone of Interest won?,55 awards,
VGhlIFpvbmUgb2YgSW50ZXJlc3Q=,How many awards has The Zone of Interest been nominated for?,210 nominations,
VGhlIFpvbmUgb2YgSW50ZXJlc3Q=,,,
VGhlIFpvbmUgb2YgSW50ZXJlc3Q=,,,
QXJ0aWNsZSAzNzA=,Runtime,,
QXJ0aWNsZSAzNzA=,Sound mix,,
QXJ0aWNsZSAzNzA=,Color,,
QXJ0aWNsZSAzNzA=,Aspect ratio,,
QXJ0aWNsZSAzNzA=,Camera,,
QXJ0aWNsZSAzNzA=,Negative Format,,
QXJ0aWNsZSAzNzA=,Cinematographic Process,,
QXJ0aWNsZSAzNzA=,Printed Film Format,,
QXJ0aWNsZSAzNzA=,,,
QXJ0aWNsZSAzNzA=,,,
VGhlIEdlbnRsZW1lbg==,How long is The Gentlemen?,1 hour and 53 minutes,
VGhlIEdlbnRsZW1lbg==,When was The Gentlemen released?,"January 24, 2020",
VGhlIEdlbnRsZW1lbg==,What is the IMDb rating of The Gentlemen?,7.8 out of 10,
VGhlIEdlbnRsZW1lbg==,Who stars in The Gentlemen?,"Matthew McConaughey, Charlie Hunnam, and Michelle Dockery",/name/nm0000190/?ref_=ttfaq
VGhlIEdlbnRsZW1lbg==,Who wrote The Gentlemen?,"Guy Ritchie, Ivan Atkinson, Lauren Bond, and Marn Davies",/name/nm0005363/?ref_=ttfaq
VGhlIEdlbnRsZW1lbg==,Who directed The Gentlemen?,Guy Ritchie,/name/nm0005363/?ref_=ttfaq
VGhlIEdlbnRsZW1lbg==,Who was the composer for The Gentlemen?,Christopher Benstead,/name/nm1666163/?ref_=ttfaq
VGhlIEdlbnRsZW1lbg==,Who was the producer of The Gentlemen?,"Guy Ritchie, Bill Block, and Ivan Atkinson",/name/nm0005363/?ref_=ttfaq
VGhlIEdlbnRsZW1lbg==,Who was the executive producer of The Gentlemen?,"Robert Simonds, Adam Fogelson, Alan J. Wands, Andrew Golov, Bob Osher, and Matthew Anderson",/name/nm0800465/?ref_=ttfaq
VGhlIEdlbnRsZW1lbg==,Who was the cinematographer for The Gentlemen?,Alan Stewart,/name/nm0829152/?ref_=ttfaq
VGhlIEdlbnRsZW1lbg==,Who was the editor of The Gentlemen?,Paul Machliss and James Herbert,/name/nm0532651/?ref_=ttfaq
VGhlIEdlbnRsZW1lbg==,What is the plot of The Gentlemen?,"An American expat tries to sell off his highly profitable marijuana empire in London, triggering plots, schemes, bribery and blackmail in an attempt to steal his domain out from under him.",
VGhlIEdlbnRsZW1lbg==,What was the budget for The Gentlemen?,$22 million,
VGhlIEdlbnRsZW1lbg==,How much did The Gentlemen earn at the worldwide box office?,$115 million,
VGhlIEdlbnRsZW1lbg==,How much did The Gentlemen earn at the US box office?,$36.5 million,
VGhlIEdlbnRsZW1lbg==,What is The Gentlemen rated?,R,
VGhlIEdlbnRsZW1lbg==,What genre is The Gentlemen?,Action and Crime,
VGhlIEdlbnRsZW1lbg==,How many awards has The Gentlemen won?,1 award,
VGhlIEdlbnRsZW1lbg==,How many awards has The Gentlemen been nominated for?,5 nominations,
VGhlIEdlbnRsZW1lbg==,,,
VGhlIEdlbnRsZW1lbg==,,,
R2xhc3M=,How long is Glass?,2 hours and 9 minutes,
R2xhc3M=,When was Glass released?,"January 18, 2019",
R2xhc3M=,What is the IMDb rating of Glass?,6.6 out of 10,
R2xhc3M=,Who stars in Glass?,"James McAvoy, Bruce Willis, and Samuel L. Jackson",/name/nm0564215/?ref_=ttfaq
R2xhc3M=,Who wrote Glass?,M. Night Shyamalan,/name/nm0796117/?ref_=ttfaq
R2xhc3M=,Who directed Glass?,M. Night Shyamalan,/name/nm0796117/?ref_=ttfaq
R2xhc3M=,Who was the composer for Glass?,West Dylan Thordson,/name/nm3602603/?ref_=ttfaq
R2xhc3M=,Who was the producer of Glass?,"M. Night Shyamalan, Jason Blum, Ashwin Rajan, and Marc Bienstock",/name/nm0796117/?ref_=ttfaq
R2xhc3M=,Who was the executive producer of Glass?,"Roger Birnbaum, Gary Barber, Kevin Scott Frakes, and Steven Schneider",/name/nm0083696/?ref_=ttfaq
R2xhc3M=,Who was the cinematographer for Glass?,Mike Gioulakis,/name/nm1227638/?ref_=ttfaq
R2xhc3M=,Who was the editor of Glass?,Blu Murray and Luke Ciarrocchi,/name/nm1325650/?ref_=ttfaq
R2xhc3M=,Who are the characters in Glass?,"Kevin Wendell Crumb, Hedwig, The Beast, Dennis, Patricia, David Dunn, Elijah Price, Casey Cooke, and Joseph Dunn",
R2xhc3M=,What is the plot of Glass?,"Security guard David Dunn uses his supernatural abilities to track Kevin Wendell Crumb, a disturbed man who has twenty-four personalities.",
R2xhc3M=,What was the budget for Glass?,$20 million,
R2xhc3M=,How much did Glass earn at the worldwide box office?,$247 million,
R2xhc3M=,How much did Glass earn at the US box office?,$111 million,
R2xhc3M=,What is Glass rated?,PG-13,
R2xhc3M=,What genre is Glass?,"Drama, Horror, Sci-Fi, and Thriller",
R2xhc3M=,How many awards has Glass won?,2 awards,
R2xhc3M=,How many awards has Glass been nominated for?,17 nominations,
R2xhc3M=,,,
R2xhc3M=,,,
VGhlIFNoYXdzaGFuayBSZWRlbXB0aW9u,How long is The Shawshank Redemption?,2 hours and 22 minutes,
VGhlIFNoYXdzaGFuayBSZWRlbXB0aW9u,When was The Shawshank Redemption released?,"October 14, 1994",
VGhlIFNoYXdzaGFuayBSZWRlbXB0aW9u,What is the IMDb rating of The Shawshank Redemption?,9.3 out of 10,
VGhlIFNoYXdzaGFuayBSZWRlbXB0aW9u,Who stars in The Shawshank Redemption?,"Tim Robbins, Morgan Freeman, and Bob Gunton",/name/nm0000209/?ref_=ttfaq
VGhlIFNoYXdzaGFuayBSZWRlbXB0aW9u,Who wrote The Shawshank Redemption?,Frank Darabont,/name/nm0001104/?ref_=ttfaq
VGhlIFNoYXdzaGFuayBSZWRlbXB0aW9u,Who directed The Shawshank Redemption?,Frank Darabont,/name/nm0001104/?ref_=ttfaq
VGhlIFNoYXdzaGFuayBSZWRlbXB0aW9u,Who was the composer for The Shawshank Redemption?,Thomas Newman,/name/nm0002353/?ref_=ttfaq
VGhlIFNoYXdzaGFuayBSZWRlbXB0aW9u,Who was the producer of The Shawshank Redemption?,Niki Marvin,/name/nm0555550/?ref_=ttfaq
VGhlIFNoYXdzaGFuayBSZWRlbXB0aW9u,Who was the executive producer of The Shawshank Redemption?,David V. Lester and Liz Glotzer,/name/nm0504434/?ref_=ttfaq
VGhlIFNoYXdzaGFuayBSZWRlbXB0aW9u,Who was the cinematographer for The Shawshank Redemption?,Roger Deakins,/name/nm0005683/?ref_=ttfaq
VGhlIFNoYXdzaGFuayBSZWRlbXB0aW9u,Who was the editor of The Shawshank Redemption?,Richard Francis-Bruce,/name/nm0290358/?ref_=ttfaq
VGhlIFNoYXdzaGFuayBSZWRlbXB0aW9u,Who are the characters in The Shawshank Redemption?,"Andy Dufresne, Ellis Boyd 'Red' Redding, Warden Norton, Heywood, Captain Byron T. Hadley, Tommy, Bogs Diamond, Brooks Hatlen, Skeet, Floyd, and others",
VGhlIFNoYXdzaGFuayBSZWRlbXB0aW9u,What is the plot of The Shawshank Redemption?,"Over the course of several years, two convicts form a friendship, seeking consolation and, eventually, redemption through basic compassion.",
VGhlIFNoYXdzaGFuayBSZWRlbXB0aW9u,What was the budget for The Shawshank Redemption?,$25 million,
VGhlIFNoYXdzaGFuayBSZWRlbXB0aW9u,How much did The Shawshank Redemption earn at the worldwide box office?,$28.9 million,
VGhlIFNoYXdzaGFuayBSZWRlbXB0aW9u,How much did The Shawshank Redemption earn at the US box office?,$28.8 million,
VGhlIFNoYXdzaGFuayBSZWRlbXB0aW9u,What is The Shawshank Redemption rated?,R,
VGhlIFNoYXdzaGFuayBSZWRlbXB0aW9u,What genre is The Shawshank Redemption?,Drama,
VGhlIFNoYXdzaGFuayBSZWRlbXB0aW9u,How many awards has The Shawshank Redemption won?,21 awards,
VGhlIFNoYXdzaGFuayBSZWRlbXB0aW9u,How many awards has The Shawshank Redemption been nominated for?,63 nominations,
VGhlIFNoYXdzaGFuayBSZWRlbXB0aW9u,,,
VGhlIFNoYXdzaGFuayBSZWRlbXB0aW9u,,,
QW5hdG9taWUgZCd1bmUgY2h1dGU=,How long is Anatomy of a Fall?,2 hours and 31 minutes,
QW5hdG9taWUgZCd1bmUgY2h1dGU=,When was Anatomy of a Fall released?,"March 22, 2024",
QW5hdG9taWUgZCd1bmUgY2h1dGU=,What is the IMDb rating of Anatomy of a Fall?,7.8 out of 10,
QW5hdG9taWUgZCd1bmUgY2h1dGU=,Who stars in Anatomy of a Fall?,"Sandra Hüller, Swann Arlaud, and Milo Machado-Graner",/name/nm1197689/?ref_=ttfaq
QW5hdG9taWUgZCd1bmUgY2h1dGU=,Who wrote Anatomy of a Fall?,Justine Triet and Arthur Harari,/name/nm2630323/?ref_=ttfaq
QW5hdG9taWUgZCd1bmUgY2h1dGU=,Who directed Anatomy of a Fall?,Justine Triet,/name/nm2630323/?ref_=ttfaq
QW5hdG9taWUgZCd1bmUgY2h1dGU=,Who was the producer of Anatomy of a Fall?,Marie-Ange Luciani and David Thion,/name/nm4352455/?ref_=ttfaq
QW5hdG9taWUgZCd1bmUgY2h1dGU=,Who was the cinematographer for Anatomy of a Fall?,Simon Beaufils,/name/nm1471778/?ref_=ttfaq
QW5hdG9taWUgZCd1bmUgY2h1dGU=,Who was the editor of Anatomy of a Fall?,Laurent Sénéchal,/name/nm1927930/?ref_=ttfaq
QW5hdG9taWUgZCd1bmUgY2h1dGU=,What is the plot of Anatomy of a Fall?,A woman is suspected of murder after her husband's death; their half-blind son faces a moral dilemma as the main witness.,
QW5hdG9taWUgZCd1bmUgY2h1dGU=,How much did Anatomy of a Fall earn at the worldwide box office?,$33.7 million,
QW5hdG9taWUgZCd1bmUgY2h1dGU=,How much did Anatomy of a Fall earn at the US box office?,$5.08 million,
QW5hdG9taWUgZCd1bmUgY2h1dGU=,What is Anatomy of a Fall rated?,R,
QW5hdG9taWUgZCd1bmUgY2h1dGU=,What genre is Anatomy of a Fall?,"Crime Drama, Crime, Drama, and Thriller",
QW5hdG9taWUgZCd1bmUgY2h1dGU=,How many awards has Anatomy of a Fall won?,99 awards,
QW5hdG9taWUgZCd1bmUgY2h1dGU=,How many awards has Anatomy of a Fall been nominated for?,281 nominations,
QW5hdG9taWUgZCd1bmUgY2h1dGU=,,,
QW5hdG9taWUgZCd1bmUgY2h1dGU=,,,
QW5uYQ==,How long is Anna?,1 hour and 58 minutes,
QW5uYQ==,When was Anna released?,"June 21, 2019",
QW5uYQ==,What is the IMDb rating of Anna?,6.6 out of 10,
QW5uYQ==,Who stars in Anna?,"Sasha Luss, Helen Mirren, and Luke Evans",/name/nm7712734/?ref_=ttfaq
QW5uYQ==,Who wrote Anna?,Luc Besson,/name/nm0000108/?ref_=ttfaq
QW5uYQ==,Who directed Anna?,Luc Besson,/name/nm0000108/?ref_=ttfaq
QW5uYQ==,Who was the composer for Anna?,Éric Serra,/name/nm0785385/?ref_=ttfaq
QW5uYQ==,Who was the producer of Anna?,Luc Besson and Marc Shmuger,/name/nm0000108/?ref_=ttfaq
QW5uYQ==,Who was the executive producer of Anna?,Jason Cloth,/name/nm6672783/?ref_=ttfaq
QW5uYQ==,Who was the cinematographer for Anna?,Thierry Arbogast,/name/nm0005636/?ref_=ttfaq
QW5uYQ==,Who was the editor of Anna?,Julien Rey,/name/nm9545038/?ref_=ttfaq
QW5uYQ==,What is the plot of Anna?,Beneath Anna Poliatova's striking beauty lies a secret that will unleash her indelible strength and skill to become one of the world's most feared government assassins.,
QW5uYQ==,How much did Anna earn at the worldwide box office?,$31.6 million,
QW5uYQ==,How much did Anna earn at the US box office?,$7.74 million,
QW5uYQ==,What is Anna rated?,R,
QW5uYQ==,What genre is Anna?,Action and Thriller,
QW5uYQ==,How many awards has Anna been nominated for?,2 nominations,
QW5uYQ==,,,
QW5uYQ==,,,
Sm9rZXI6IEZvbGllIOAgRGV1eA==,Sound mix,,
Sm9rZXI6IEZvbGllIOAgRGV1eA==,Color,,
Sm9rZXI6IEZvbGllIOAgRGV1eA==,Aspect ratio,,
Sm9rZXI6IEZvbGllIOAgRGV1eA==,Camera,,
Sm9rZXI6IEZvbGllIOAgRGV1eA==,Laboratory,,
Sm9rZXI6IEZvbGllIOAgRGV1eA==,Negative Format,,
Sm9rZXI6IEZvbGllIOAgRGV1eA==,Cinematographic Process,,
Sm9rZXI6IEZvbGllIOAgRGV1eA==,,,
Sm9rZXI6IEZvbGllIOAgRGV1eA==,,,
TWlncmF0aW9u,How long is Migration?,1 hour and 23 minutes,
TWlncmF0aW9u,When was Migration released?,"December 22, 2023",
TWlncmF0aW9u,What is the IMDb rating of Migration?,6.7 out of 10,
TWlncmF0aW9u,Who stars in Migration?,"Kumail Nanjiani, Tresi Gazal, and Elizabeth Banks",/name/nm3529685/?ref_=ttfaq
TWlncmF0aW9u,Who wrote Migration?,Mike White and Benjamin Renner,/name/nm0925234/?ref_=ttfaq
TWlncmF0aW9u,Who directed Migration?,Benjamin Renner and Guylo Homsy,/name/nm2883649/?ref_=ttfaq
TWlncmF0aW9u,Who was the composer for Migration?,John Powell,/name/nm0694173/?ref_=ttfaq
TWlncmF0aW9u,Who was the producer of Migration?,Christopher Meledandri,/name/nm0577560/?ref_=ttfaq
TWlncmF0aW9u,Who was the executive producer of Migration?,Joy Poirel,/name/nm6042256/?ref_=ttfaq
TWlncmF0aW9u,Who was the editor of Migration?,Christian Gazal,/name/nm0311048/?ref_=ttfaq
TWlncmF0aW9u,What is the plot of Migration?,A family of ducks try to convince their overprotective father to go on the vacation of a lifetime.,
TWlncmF0aW9u,What was the budget for Migration?,$70 million,
TWlncmF0aW9u,How much did Migration earn at the worldwide box office?,$283 million,
TWlncmF0aW9u,How much did Migration earn at the US box office?,$127 million,
TWlncmF0aW9u,What is Migration rated?,PG,
TWlncmF0aW9u,What genre is Migration?,"Adventure, Animated, Comedy, and Family",
TWlncmF0aW9u,How many awards has Migration won?,1 award,
TWlncmF0aW9u,How many awards has Migration been nominated for?,7 nominations,
TWlncmF0aW9u,,,
TWlncmF0aW9u,,,
